HID1,HID2
122298,129620
122298,119588
122298,122374
122298,122233
13568,12512
100063,100317
100063,100408
68961,68636
68961,67803
68414,68496
109192,109146
45258,43903
113283,114283
68686,69201
68686,84310
129307,128958
103695,107413
22412,23448
75493,76514
5629,69137
5629,1580
131248,132184
118766,110657
118766,118520
18261,17892
52528,52801
58853,58754
122627,117958
122627,108989
72126,71915
71469,71232
71469,71229
126597,109834
90833,90738
73507,71594
73507,73300
151921,153541
38890,38309
64606,64938
54460,42318
112473,112548
111580,116879
98282,98842
142852,134762
126011,128444
126011,126088
109584,109530
100881,101681
151630,151809
151630,153649
78592,87830
152801,30932
56450,56007
10713,8647
142063,149746
97736,98192
97736,28415
97736,97567
116065,109569
153434,153512
41054,41163
41054,145033
41054,41363
57768,57858
114223,114306
61977,64557
223,84
46077,148672
20391,20255
48252,47651
48252,48141
90348,90716
34459,34912
116495,123501
53361,66064
109811,110527
109811,110578
105354,104165
34952,34453
34952,34660
74815,83167
109097,109245
109097,102063
109097,109917
121826,121916
82801,82771
82801,82174
31926,152117
32972,27563
32972,27736
62693,63761
62693,72975
134205,143141
10153,12948
10153,12976
10153,13987
153547,152668
121088,108462
114400,102815
93569,72728
44726,44387
13649,13483
34713,125492
57944,8132
48609,47578
28123,28646
117689,117798
49364,49038
54950,54703
40856,41110
141505,142236
53274,53102
8471,12713
126202,126162
126202,126338
28417,28009
89216,154618
99221,99986
99221,100809
1424,1810
79903,79338
107413,106388
4166,3861
38109,38000
32383,32435
66927,66787
149551,149411
149551,148498
123995,118244
9345,9010
106322,103216
92863,92648
103852,103601
103852,111197
89572,90893
89572,155555
89572,90085
89572,89599
98713,98295
68210,67544
103050,113738
2536,2711
2536,77253
2536,3108
42586,42566
4258,4226
4258,4101
63090,64011
136170,136287
18127,10590
30254,30658
79044,79658
58308,58234
58308,58213
147426,88944
91368,91217
105802,105866
105802,106233
51556,51661
6476,6440
118345,102432
1267,45564
99494,139730
92185,108130
140618,140275
140618,140714
60759,59996
98788,97783
98788,110675
153867,153928
95767,104118
69497,69818
67257,82086
67257,83709
49276,50026
134548,134632
78035,578
123386,123306
101360,118027
101360,115062
77281,77024
77281,81834
77281,77040
63305,64006
49360,48846
47078,47578
54728,55455
121464,121497
121464,94048
121464,133827
107157,106942
45405,45527
45405,45929
45405,44884
71080,71004
145841,96544
18946,2059
18946,18105
68364,68715
57903,54661
57903,54906
102338,102407
126618,109834
126618,92110
91668,91487
56939,56484
145509,29962
145509,145471
119707,117766
54258,54023
54258,64609
136983,152503
27530,27758
64373,65481
84396,148681
74850,74825
84839,83731
139592,86057
83062,83061
83062,82292
12342,8567
141193,151234
95326,95385
95326,95405
39610,39791
54432,51286
42429,65183
68932,69300
151702,151741
110898,112211
89621,89096
89621,147547
89621,89582
89621,90890
33171,32792
75000,76087
49629,36526
22578,23849
27871,27310
48556,26237
82608,82575
82608,85219
1396,1950
118301,100784
21009,20745
21009,21007
7564,9872
148773,149687
63380,55877
2441,84150
40634,51480
40634,60662
40634,990
142146,151023
142146,124247
142146,39945
102632,103505
41257,152240
146335,146615
39160,150517
133204,99031
84055,84582
44939,45078
143171,143399
82695,82626
82695,82560
82695,62885
98890,97885
98890,104736
98890,98742
74193,151965
118607,119056
118607,119332
123593,121031
123593,123447
8067,9400
106631,106140
82523,1201
82523,87172
82523,73684
152114,152744
139923,132167
74653,74669
74653,74551
74653,145521
74653,74317
74653,79338
129080,129254
129080,129123
11741,11706
119137,118830
119137,119512
51078,51733
12021,12177
40291,39839
24102,24211
11192,11553
76292,75302
95856,106846
79116,153162
118370,101959
3803,69944
3803,3551
55848,56806
61842,52818
45632,44056
139542,140857
73003,74029
50609,50407
55455,78318
142634,141413
8490,7795
110197,110595
110197,109754
110197,118027
151631,152027
37895,37894
37895,28475
37895,40604
37895,37762
98490,110994
104134,104654
104134,97837
87910,86508
87910,86952
78579,59035
72486,72371
128956,129334
122060,121743
23940,22677
23940,24050
23940,89093
121726,102891
91614,92081
79756,79542
150078,44993
150078,141013
83282,83167
83282,82606
136162,134085
35427,117751
35427,125200
35427,38970
52990,52921
84331,44841
71737,81051
147016,146610
147016,146854
154670,154395
154670,154443
154670,89503
43563,42838
73318,81949
73318,51023
93451,93470
919,84
1568,1889
124787,111846
124787,124567
57846,57241
57846,56119
50143,50220
50143,42490
118772,118878
9548,6768
103018,102750
103018,120005
60001,152853
60001,60458
153432,52129
146321,97249
68352,68715
68352,69604
117118,116361
117118,116736
93143,92205
40031,40499
40031,43350
40031,125852
49154,25249
49154,50009
105084,98462
15290,15266
152897,152924
54873,55059
100443,130006
100443,100237
68372,68025
68372,68563
48151,48493
153944,22328
26040,44028
59613,59622
59613,67764
59613,84398
59613,59859
24451,120005
122743,122696
70715,41129
135634,120982
55710,78213
67586,58636
5368,9084
3372,3018
3372,3253
6780,7348
6780,6419
6857,7176
6857,7475
144011,143102
22416,24137
41102,40959
65011,64715
126075,126636
126075,126979
133650,129146
58633,81595
58633,76322
105915,107113
135842,135333
103316,118671
103316,116982
134826,143065
13750,14142
13750,14395
128484,128880
97283,96563
125517,125119
125517,125651
139079,100233
139079,133346
65506,65554
10223,13919
73366,74025
73366,73654
125636,125755
125636,131056
121285,126654
121285,120954
113916,111906
105024,104840
123198,123405
14371,14181
37504,35558
37504,33477
37504,27826
122540,122511
64959,64427
145253,145382
89579,96973
97001,96126
54508,54112
1698,1810
62741,64034
73844,73196
73402,70732
138761,138668
138761,30732
52352,52564
149041,46838
36092,39206
36092,28963
17606,17362
17606,18133
4330,46668
4330,1349
117913,117988
15635,15346
20407,10186
91525,91583
91525,126079
71018,70511
145941,146383
27988,27283
27988,112113
27988,32930
27988,120056
77385,77215
22619,23268
144008,86463
143721,143680
143721,143807
76394,75627
119701,123834
139151,140612
104094,106041
64616,54949
117826,119365
49757,49038
119272,119450
131071,131757
130558,100885
75864,75091
75864,75402
75864,76442
125852,132982
125852,125622
107721,102045
57832,56497
57832,57715
53461,53495
53461,42447
53461,53257
95288,97107
76224,75425
114440,107595
103076,103566
64463,66513
34127,34220
112954,114049
112954,112704
151127,150967
30466,30548
41362,41406
41362,41766
98976,120619
98976,98207
54101,52923
141616,150089
130026,130187
52684,52192
9264,148129
4272,69081
143980,74353
121482,143141
70955,64939
61559,61262
49924,37443
50940,50779
50940,50299
80631,80924
80631,79846
25758,25743
55060,59056
55060,55059
66781,64862
74655,145056
148763,77123
148763,148690
84549,83967
122200,122457
122200,122126
33846,111930
86436,86574
45650,44527
81297,74794
81297,85153
81297,81937
16101,13476
16101,20448
16101,13620
28736,43187
154731,154750
19347,16972
124388,124397
121821,121964
126197,35371
153218,153119
81004,63070
81004,81032
46542,149143
52624,52509
87992,86177
87992,87472
89188,90436
13922,13915
74634,151809
139186,151587
152451,152470
152451,153116
79757,79691
82849,83411
82849,82174
18247,9016
117328,116446
153667,144039
153667,151688
82056,77452
82056,796
5711,5898
5711,7232
111113,111303
21285,21430
60433,59999
103601,106051
56397,54562
112323,124146
112323,100669
148514,46435
142341,148814
127747,127693
127747,127767
39389,39830
104532,106120
110908,113184
29316,41761
92710,132355
66984,1835
83118,77663
24794,24485
67516,57175
54291,54158
54291,64886
109834,94211
46484,44076
134832,120953
127128,133640
127128,102750
18189,18869
18189,10104
150742,150387
150742,26748
58365,58013
58365,9840
87667,87709
87667,87573
21204,21296
119302,112697
4970,5143
4569,4900
149591,149085
55580,55516
12335,14998
146909,150387
51345,62075
39526,39306
15029,14726
74025,73769
151387,151130
12170,12816
64131,63204
114942,155413
124346,124116
13178,3064
108460,108604
108460,100676
108460,107755
27122,33862
55439,635
108380,108303
12822,12770
98630,105269
19418,19705
140351,139416
146106,146289
113090,114306
48363,8331
115542,115706
90060,90051
116297,119961
116297,115540
14069,13041
14069,14363
13080,17904
13080,13687
30396,31128
151640,151834
67390,84669
123153,123026
123153,110042
123153,130552
87292,46014
89839,89057
46153,85342
46153,75101
46153,84841
144044,153687
146943,146750
94153,128171
94153,92958
122135,34264
56617,55739
15179,15096
4041,4464
61590,61658
61590,60361
61590,61687
120861,121031
71257,71440
71257,52899
88142,87420
151268,33199
78716,78740
12182,3392
12182,9875
124065,100784
38750,43287
44300,45423
44017,43890
44017,44640
113198,28133
31510,41722
31510,65962
4183,3459
4183,2760
24689,24831
153549,153498
134598,91955
88828,135946
88828,88706
88828,88539
14991,14628
14991,3651
14991,3158
14991,6655
97459,23484
97459,96988
55205,77072
55205,69041
55205,55473
28601,28012
18373,19808
80290,61546
89703,96720
69733,70135
86310,86408
88862,53662
104684,120111
104684,104812
104684,110853
104684,110751
8211,7912
8211,7598
57619,57068
57619,58592
57619,57153
16347,16881
38729,38552
38729,38714
89182,89420
89182,89390
89182,89200
29590,29506
29590,143742
33731,33978
7147,14773
7182,7311
41697,41347
4715,2514
60309,84925
60309,93572
132152,132027
132152,131757
129003,99386
98680,98188
111362,111660
135033,134347
23884,154702
102690,103595
115305,127111
115305,115082
115305,115358
115305,115120
55059,55307
55059,54813
127357,126934
51383,56877
51383,53254
48640,47786
81066,71846
88234,87043
114713,114404
57412,57145
91270,91348
54636,54720
114931,115132
4803,4056
68982,67974
68982,2693
68982,68953
149090,149734
14965,14788
35762,33721
8140,15810
8140,48432
8140,8110
25985,26919
25985,50005
25985,49487
127307,144203
153724,153647
59052,59182
43683,45185
62568,62468
151438,151097
11658,77011
18339,18501
32406,34368
8661,7844
8661,8198
74052,73835
74452,79026
137752,137949
137752,137555
18658,17871
68850,59706
68850,2711
26263,49187
26263,26883
21085,20926
17522,18111
17522,21029
82006,81690
7645,47833
7645,8175
149155,68467
124764,122929
29793,143622
29793,143976
29793,29365
29793,30720
103155,122153
57396,57203
61289,61315
76277,76482
152224,152246
152224,152924
28569,38147
46926,48548
12651,14862
80617,80641
131277,99243
20306,18142
98460,98936
115725,116498
129529,121613
70854,86016
71236,70674
71236,62174
127231,127449
94382,99665
94382,94734
42017,42147
42017,42161
2326,2180
29962,100449
142902,142904
62638,63524
62638,63622
113117,114216
3752,4751
49945,49417
67808,77260
61315,61540
149876,149812
149876,36462
149876,149997
132298,132166
17292,17225
144113,153027
1481,57928
1481,4586
78123,81545
78123,78055
20318,2495
1383,1178
1383,1201
125785,122692
83737,46359
83737,46747
53328,53203
53328,65554
120818,133893
83033,139025
83033,75337
83033,82539
83033,87110
146080,105468
80107,60282
32661,32789
88081,88007
11539,15347
18550,18648
13762,14208
86082,86577
63685,64052
63685,70831
50862,50405
147077,146266
92081,94760
145361,145183
39727,39804
39727,38254
20891,20542
69182,67069
75931,75254
123189,92876
123599,132001
123599,100626
73837,54283
60413,60007
78897,78815
35622,150360
35622,35257
68979,78558
119710,108748
148585,45114
132597,133174
19190,19547
23844,24137
140619,140710
106543,116045
85043,100238
125949,126712
82297,83142
82297,82887
71808,71852
98934,98541
98934,98076
17326,18272
101802,108856
49380,49601
97404,96605
40964,91213
148279,25536
13546,20518
137542,138671
148003,149124
66974,58873
66974,67385
13274,14231
13274,48138
79791,79981
79791,91493
45769,43711
45769,44848
92986,92677
92986,92972
68479,1923
68479,54565
68479,68904
88560,88592
52651,52378
52651,70718
33613,27687
5504,6956
5504,5190
24046,155006
17060,17112
129319,129203
129319,133024
148435,149496
126295,134406
112229,112406
112229,131925
112229,110772
108297,108303
15421,15772
39554,139319
101884,118110
149200,148827
50883,41047
50883,53745
24573,24574
55399,55348
37833,38028
62014,65118
62014,62213
92118,88864
57012,55129
107535,108053
80661,85407
152424,153038
152424,152971
69623,69763
25761,26993
149434,148827
32811,32623
32811,125781
68516,68642
68516,68042
113025,112263
53688,53883
132736,39591
148807,141560
148807,148687
33721,98973
30738,30564
99237,91953
36195,37212
36195,37274
23373,95072
76060,75212
76060,75302
116801,116926
56718,54580
36503,37426
36503,35626
82930,83142
81909,77216
3934,4436
31228,52540
47048,48138
92688,131451
114742,114677
63023,61824
63023,74057
120735,121070
130219,140018
47022,47059
57664,57323
60178,60522
60178,61050
52931,52188
13980,10379
13279,13393
1463,1349
1463,1739
70801,71412
48143,47105
115170,110137
61683,80975
95863,95308
131953,130951
116782,116861
46433,46539
46433,1675
67859,67000
67859,36
67859,59670
67859,5818
67859,68267
67859,4878
97314,96938
97314,89623
49633,49334
1178,1419
141382,39592
119286,111266
93947,93001
133073,139420
31298,31450
141969,142639
141969,142523
141969,142399
1818,1693
1818,1967
1818,4671
130031,130137
133916,134217
25668,49975
131364,131342
2505,2785
104893,102478
104893,114276
115482,114935
24944,24345
61264,145576
61264,61393
61264,61234
65541,65113
89450,90013
20867,20645
56458,57357
56458,55728
39170,38286
82519,82181
82519,82506
52060,51304
31337,31542
22848,22912
52833,52922
140918,142639
149110,148762
49419,49239
80838,139745
122984,122624
99045,99567
70023,68843
4631,3871
131347,85795
54961,54966
38096,39582
42392,54292
145183,30336
21408,21661
67620,87077
67620,67001
155057,155553
70525,319
70525,71095
96344,145631
154740,105123
24848,24541
35980,36175
65324,65456
72192,71681
72192,72210
133247,138889
105740,105774
105740,106941
41302,41461
33534,28904
132439,139182
132439,132371
132439,139173
59880,59910
107480,108844
112646,112875
122059,129691
95761,112462
44202,44453
29472,30229
29472,30132
43551,43360
48280,46984
48280,47032
95682,106530
121113,126471
121113,143179
87638,88010
26766,148250
39447,40297
128738,128001
68697,68956
10338,17851
10338,10164
68311,59825
68311,11680
9346,9223
9346,9795
106812,106747
62462,62029
40526,39302
40526,43089
48535,47762
48535,49010
73055,73048
24355,24496
24355,105883
131342,131241
102581,103000
102581,103716
9448,5935
39539,132568
55141,55570
100233,100192
100233,92312
114992,110244
35322,34104
32788,38338
32788,34847
32788,35533
70945,93036
125575,125626
125575,123339
33885,112016
126870,126185
126870,126712
54168,52675
146269,146276
25873,26072
130683,130546
130683,125337
130683,104840
119157,119186
114823,109694
37658,37414
69382,69851
69382,69321
69382,68090
69382,68471
55229,55385
55229,55592
112406,111041
73629,70511
73629,71051
1952,1200
61195,74439
3692,68967
136214,136199
88777,88852
107600,107796
122462,115346
122462,122403
122462,122340
135003,136363
105139,105089
93453,92559
17752,20055
123616,124027
69853,3281
13498,13025
112299,114212
3281,2711
3281,2537
3281,3256
39163,38639
39163,38915
39163,38350
64413,65029
64413,65043
27881,112180
38781,38464
72722,73954
116687,120106
3235,2848
3235,3392
4393,3369
4393,4207
112398,113138
130468,125880
132399,139180
122241,147837
14938,185
14938,14885
124183,104861
54633,54829
67983,59606
155617,24084
91591,91660
37187,36370
93798,133243
93798,93998
93798,93708
110966,28019
110966,102566
33208,32747
31099,30732
8887,9769
878,59608
41122,40679
41122,41107
25305,25796
112161,112412
4628,4943
4628,68527
104903,34228
103618,103959
103618,106115
103618,104092
106955,97523
34210,105219
92910,132886
110310,121732
110310,110149
101879,110191
101959,102413
149148,149052
41858,41902
118740,118384
118740,118160
111232,111196
111232,111096
55477,59285
55477,67729
55477,71657
55477,55377
97249,96820
97249,96578
97249,96985
15177,14854
15177,7566
40752,74462
82606,77513
