X1,serial,x,y,naics,street,city,state,zip,naics_essential_classification,naics_classification_notes
434782,434782,-82.3772835,29.602107,238220,5510 SW 41ST BLVD 101,GAINESVILLE,FL,32608,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
434801,434801,-82.388691,29.699874,621340,4907 NW 43RD ST C,GAINESVILLE,FL,32606,Essential,(pg. 1)
434807,434807,-82.3201425,29.66796,813110,550 NE 16TH AVE,GAINESVILLE,FL,32601,Essential*,For essential support (pg. 14)
434811,434811,-82.4146605,29.661363,621210,6801 NW 9TH BLVD 3,GAINESVILLE,FL,32605,Essential,(pg. 1)
434818,434818,-82.4096115,29.664549,621111,1143 NW 64TH TERRACE,GAINESVILLE,FL,32605,Essential,(pg. 1)
434824,434824,-82.4081351999999,29.6452274000001,485999,PO BOX 3345,GAINESVILLE,FL,32607,Nonessential,NA
434829,434829,-82.43586,29.691486,622210,4101 NW 89TH BLVD,GAINESVILLE,FL,32606,Essential,(pg. 1)
434857,434857,-82.3137615,29.661705,561990,930 NE 10TH PLACE,GAINESVILLE,FL,32601,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
434866,434866,-82.508031,29.548683,621610,11425 SW 156TH ST,ARCHER,FL,32618,Essential,(pg. 1)
434902,434902,-82.554174,29.65437,485320,19925 WEST NEWBERRY ROAD A,NEWBERRY,FL,32669,Nonessential,NA
434903,434903,-82.34271,29.639799,621111,1600 SW ARCHER ROAD,GAINESVILLE,FL,32610,Essential,(pg. 1)
434906,434906,-82.4212215,29.653803,621210,7328 WEST UNIVERSITY AVE D,GAINESVILLE,FL,32607,Essential,(pg. 1)
434941,434941,-82.329264,29.648097,812112,409 SW 4TH AVE,GAINESVILLE,FL,32601,Nonessential,NA
434946,434946,-82.3735035,29.630412,531110,3434 SW 24TH AVE APT A,GAINESVILLE,FL,32607,Essential,(pg. 14)
434953,434953,-82.269864,29.729187,561990,8220 NE 47TH DRIVE,GAINESVILLE,FL,32609,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
434955,434955,-82.4116005,29.663874,621111,6420 NW 9TH BLVD,GAINESVILLE,FL,32605,Essential,(pg. 1)
434966,434966,-82.494504,29.789955,621999,14616 NW 140TH ST,ALACHUA,FL,32615,Essential,(pg. 1)
434967,434967,-82.5666525,29.833956,561710,20963 NW 196TH AVE,HIGH SPRINGS,FL,32643,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
435021,435021,-82.3384125,29.662299,NA,1240 NW 11TH AVE,GAINESVILLE,FL,32601,NA,NA
435022,435022,-82.314423,29.669148,611110,1901 NE 9TH ST,GAINESVILLE,FL,32609,Essential*,For purposes of facilitating distance learning or performing other essential functions (pg. 14)
435080,435080,-82.6063335,29.801979,236116,24809 NW 160TH AVE,HIGH SPRINGS,FL,32643,Essential,(pg.15)
435098,435098,-82.4245605,29.653758,NA,108 NW 76TH DRIVEBRSUITE A,GAINESVILLE,FL,32607,NA,NA
435103,435103,-82.167093,29.793555,561431,15075 NE US HWY 301,WALDO,FL,32694,Essential,(pg. 10)
435122,435122,-82.317672,29.646369,NA,521 SE 7 AVE,GAINESVILLE,FL,32601,NA,NA
435143,435143,-82.088874,29.682864,484230,3209 NE COUNTY ROAD 1469,HAWTHORNE,FL,32640,Essential,(pg. 18)
435177,435177,-82.331703,29.64789,621111,625 SW 4TH AVE,GAINESVILLE,FL,32601,Essential,(pg. 1)
435202,435202,-82.37862,29.624283,812320,3234 SW 35TH BLVD,GAINESVILLE,FL,32608,Essential,(pg. 19)
435231,435231,-82.6110141,29.6463499000001,561510,275 WEST CENTRAL AVE,NEWBERRY,FL,32669,Nonessential,NA
435241,435241,-82.36215,29.661777,624110,2619 NW 11TH AVE,GAINESVILLE,FL,32605,Essential,(pg. 1)
435250,435250,-82.3918155624491,29.703192036981,446120,4611 NW 53RD AVE B,GAINESVILLE,FL,32653,Nonessential,NA
435263,435263,-82.6120125,29.639187,238210,1309 SW 255TH ST,NEWBERRY,FL,32669,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
435276,435276,-82.347372,29.6766,541618,2601 NW 23RD BLVD APT 173,GAINESVILLE,FL,32605,Essential*,Anything needed to support continuation of essential services
435295,435295,-82.407681,29.659095,452111,6111 WEST NEWBERRY ROAD,GAINESVILLE,FL,32605,NA,NA
435323,435323,-82.4220405,29.653875,621210,105 NW 75TH ST 1,GAINESVILLE,FL,32607,Essential,(pg. 1)
435333,435333,-82.34271,29.639799,621111,1600 SW ARCHER ROAD N5503,GAINESVILLE,FL,32610,Essential,(pg. 1)
435334,435334,-82.3068405,29.683125,NA,1376 NE 32ND AVE,GAINESVILLE,FL,32609,NA,NA
435335,435335,-82.40274,29.715228,541990,6605 NW 57TH WAY,GAINESVILLE,FL,32653,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
435365,435365,-82.4012325,29.654424,813110,115 NW 55TH ST,GAINESVILLE,FL,32607,Essential*,For essential support (pg. 14)
435403,435403,-82.411011,29.757393,561499,6112 NW 111TH PLACE,ALACHUA,FL,32615,Essential*,Anything needed to support continuation of essential services
435414,435414,-82.5097005,29.789874,112990,14606 NW 154TH TERRACE,ALACHUA,FL,32615,Essential,(pg. 4)
435443,435443,-82.381014,29.620323,722511,3830 SW ARCHER ROAD,GAINESVILLE,FL,32608,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
435492,435492,-82.1034315,29.746305,532490,10012 NE COUNTY ROAD 1469,WALDO,FL,32694,Essential,(pg.15)
435497,435497,-82.3462425,29.716065,238160,6721 NW 18TH DRIVE 1,GAINESVILLE,FL,32653,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
435510,435510,-82.360692,29.606373,531210,5000 SW 25TH BLVD 1119,GAINESVILLE,FL,32608,Essential,(pg. 14)
435543,435543,-82.438002,29.607075,531210,9116 SW 51ST ROAD 102,GAINESVILLE,FL,32608,Essential,(pg. 14)
435544,435544,-82.3264515,29.666142,561730,1511 NW 2ND ST,GAINESVILLE,FL,32601,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
435579,435579,-82.322613,29.811078,561612,106 NE 169TH PLACE,GAINESVILLE,FL,32609,Essential,(pg. 2)
435645,435645,-82.5947254857351,29.830626800802,541110,505 NORTH MAIN ST,HIGH SPRINGS,FL,32643,Essential,(pg.15)
435667,435667,-82.192203,29.461986,561990,3975 NW 219TH STREET ROAD,MICANOPY,FL,32667,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
435740,435740,-82.35441,29.701125,722511,5078 NW 22ND ST,GAINESVILLE,FL,32605,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
435741,435741,-82.3220505,29.669013,561422,1830 NE 2ND ST,GAINESVILLE,FL,32609,Essential*,Anything needed to support continuation of essential services
435742,435742,-82.420353,29.650122,NA,205 SW 75TH STREET,GAINESVILLE,FL,32607,NA,NA
435775,435775,-82.319904,29.682765,423720,3310 NORTH MAIN ST,GAINESVILLE,FL,32609,Essential,(pg.18)
435785,435785,-82.5518115,29.67282,561990,19624 NW 20TH AVE,NEWBERRY,FL,32669,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
435811,435811,-82.2924,29.680983,236115,3038 NE WALDO ROAD,GAINESVILLE,FL,32609,Essential,(pg.15)
435845,435845,-82.3728825,29.648547,531110,328 SW 34TH ST APT 32,GAINESVILLE,FL,32607,Essential,(pg. 14)
435851,435851,-82.3565205,29.625192,624190,2900 SW 23RD TERRACE APT 105,GAINESVILLE,FL,32608,Essential,(pg. 1)
435871,435871,-82.427544,29.678256,621111,8000 NW 27TH BLVD,GAINESVILLE,FL,32606,Essential,(pg. 1)
435896,435896,-82.282743,29.638926,811490,1310 SE 33RD TERRACE,GAINESVILLE,FL,32641,Essential,(pg.15)
435897,435897,-82.368261,29.710458,561790,6031 NW 31ST TERRACE,GAINESVILLE,FL,32653,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
435926,435926,-82.433754,29.690802,621111,4037 NW 86TH TERRACE,GAINESVILLE,FL,32606,Essential,(pg. 1)
435927,435927,-82.3259025,29.661912,448110,1024 NORTH MAIN ST,GAINESVILLE,FL,32601,Nonessential,NA
435964,435964,-82.338642,29.663298,NA,1201 NW 13TH ST,GAINESVILLE,FL,32601,NA,NA
435982,435982,-82.3451535,29.639277,621210,1395 CENTER DRIVE D7-6,GAINESVILLE,FL,32610,Essential,(pg. 1)
435995,435995,-82.4199435,29.655126,333318,7257 NW 4TH BLVD 303,GAINESVILLE,FL,32607,Essential,(pg.15)
436085,436085,-82.4233635,29.632626,812112,2114 SW 75TH TERRACE,GAINESVILLE,FL,32607,Nonessential,NA
436091,436091,-82.3470048999999,29.6447109000001,611310,25 KEENE-FLINT HALL,GAINESVILLE,FL,32611,Essential*,For purposes of facilitating distance learning or performing other essential functions (pg. 14)
436117,436117,-82.3551525,29.712132,541110,6241 NW 23RD ST,GAINESVILLE,FL,32653,Essential,(pg.15)
436130,436130,-82.34271,29.639799,621111,1600 SW ARCHER ROAD HD602,GAINESVILLE,FL,32610,Essential,(pg. 1)
436134,436134,-82.390221,29.687814,621340,4421 NW 39TH AVE 2-2,GAINESVILLE,FL,32606,Essential,(pg. 1)
436155,436155,-82.5973030226814,29.8260935362256,446199,5 NORTH MAIN ST,HIGH SPRINGS,FL,32643,Essential,(pg. 1)
436173,436173,-82.3379535,29.649159,561110,1231 SW 3RD AVE,GAINESVILLE,FL,32601,Essential*,Anything needed to support continuation of essential services
436243,436243,-82.323171,29.646846,311811,506 SE 2ND ST,GAINESVILLE,FL,32601,Essential,(pg. 3)
436280,436280,-82.4147325,29.706678,624190,6707 MILLHOPPER ROAD,GAINESVILLE,FL,32653,Essential,(pg. 1)
436293,436293,-82.33046,29.68397,NA,NO68 KECHENG ROAD JIULONGPO DISTICT,GAINESVILLE,FL,32609,NA,NA
436297,436297,-82.5839325,29.644677,541940,928 SW 226TH ST,NEWBERRY,FL,32669,Essential,(pg. 4)
436356,436356,-82.3389435,29.662866,812112,1155 NW 13TH ST,GAINESVILLE,FL,32601,Nonessential,NA
436377,436377,-82.34271,29.639799,621111,1600 SW ARCHER ROAD M228,GAINESVILLE,FL,32610,Essential,(pg. 1)
436382,436382,-82.4112143110855,29.6632786167804,621111,1179 NW 64TH TERRACE,GAINESVILLE,FL,32605,Essential,(pg. 1)
436392,436392,-82.34271,29.639799,621111,1600 SW ARCHER ROAD MG35,GAINESVILLE,FL,32610,Essential,(pg. 1)
436420,436420,-82.3315725,29.68416,238320,618 NW 34TH AVE,GAINESVILLE,FL,32609,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
436503,436503,-82.391943512327,29.703192036981,541110,4635 NW 53RD AVE 201,GAINESVILLE,FL,32653,Essential,(pg.15)
436565,436565,-82.42128,29.636496,562991,7326 SW 17TH PLACE,GAINESVILLE,FL,32607,Essential,(pg.15)
436588,436588,-82.5994215,29.646,561990,24249 DRIVE KARELAS DRIVE,NEWBERRY,FL,32669,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
436595,436595,-82.330524,29.667798,339999,1705 NW 6TH ST,GAINESVILLE,FL,32609,Nonessential,NA
436637,436637,-82.36449,29.722527,238220,2800 NW 74TH PLACE G,GAINESVILLE,FL,32653,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
436662,436662,-82.36989,29.608686,561439,3239 SW 47TH AVE 300,GAINESVILLE,FL,32608,Essential*,Anything needed to support continuation of essential services
436672,436672,-82.320993,29.653479,NA,416 NE 2ND AVE,GAINESVILLE,FL,32601,NA,NA
436679,436679,-82.5999784264518,29.8362924256539,453220,660 NW SANTA FE BLVD,HIGH SPRINGS,FL,32643,Nonessential,NA
436697,436697,-82.497384,29.54718,541320,11702 SW 143RD ST,ARCHER,FL,32618,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
436704,436704,-82.34802,29.677293,541511,2701 NW 23RD BLVD APT 217,GAINESVILLE,FL,32605,Essential,(pg.12)
436734,436734,-82.5660225,29.803527,541618,16161 NW 208TH WAY,HIGH SPRINGS,FL,32643,Essential*,Anything needed to support continuation of essential services
436735,436735,-82.4799915,29.694042,451140,4240 NW 129TH ST,GAINESVILLE,FL,32606,Nonessential,NA
436749,436749,-82.395423,29.658357,524210,4880 WEST NEWBERRY ROAD,GAINESVILLE,FL,32607,Essential,(pg.16)
436754,436754,-82.2834599999999,29.50564,621111,UF HEALTH SCIENCE CENTER,MICANOPY,FL,32667,Essential,(pg. 1)
436760,436760,-82.3315815,29.620575,813410,3501 SOUTH MAIN ST,GAINESVILLE,FL,32601,Nonessential,NA
436764,436764,-82.602693,29.811924,448130,17133 NW 244TH ST,HIGH SPRINGS,FL,32643,Nonessential,NA
436765,436765,-82.4335515,29.636478,446120,1714 SW 85TH DRIVE,GAINESVILLE,FL,32607,Nonessential,NA
436807,436807,-82.34271,29.639799,621111,1600 SW ARCHER ROAD 2,GAINESVILLE,FL,32610,Essential,(pg. 1)
436809,436809,-82.6233525,29.644614,532490,86 SW 266TH ST,NEWBERRY,FL,32669,Essential,(pg.15)
436816,436816,-82.3446,29.637657,621399,1601 SW ARCHER ROAD,GAINESVILLE,FL,32608,Essential,(pg. 1)
436821,436821,-82.4005035,29.666493,561990,1523 NW 54TH DRIVE,GAINESVILLE,FL,32605,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
436858,436858,-82.34113,29.64973,NA,UNIVERSITY OF FLORIDA PO BOX 100484,GAINESVILLE,FL,32611,NA,NA
436904,436904,-82.366821,29.597733,921120,5700 SW 34TH ST,GAINESVILLE,FL,32608,Essential,(pg. 14)
436914,436914,-82.5487425,29.713338,621111,19406 NW 62ND AVE,ALACHUA,FL,32615,Essential,(pg. 1)
436919,436919,-82.4955525,29.79756,813110,15535 NW 141ST ST,ALACHUA,FL,32615,Essential*,For essential support (pg. 14)
436923,436923,-82.35117,29.614518,712130,4116 SW 21ST ST,GAINESVILLE,FL,32608,Essential*,Support services only (pg. 3)
436928,436928,-82.3376205,29.702349,335312,1104 NW 50TH AVE B,GAINESVILLE,FL,32609,Essential,(pg. 5)
436942,436942,-82.4595705,29.637513,541810,10932 SW 17TH LANE,GAINESVILLE,FL,32607,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
436944,436944,-82.324152,29.658969,541110,726 NE 1ST ST,GAINESVILLE,FL,32601,Essential,(pg.15)
436957,436957,-82.085112,29.591433,812112,6800 SE US HWY 301,HAWTHORNE,FL,32640,Nonessential,NA
436971,436971,-82.4717025,29.781486,611310,13706 INNOVATION DRIVE,ALACHUA,FL,32615,Essential*,For purposes of facilitating distance learning or performing other essential functions (pg. 14)
436979,436979,-82.430793,29.68839,531210,3870 NW 83RD ST,GAINESVILLE,FL,32606,Essential,(pg. 14)
437005,437005,-82.51056,29.682018,238320,15721 NW 32ND AVE,NEWBERRY,FL,32669,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
437006,437006,-82.3387005,29.684763,541211,3463 NW 13TH ST,GAINESVILLE,FL,32609,Essential,(pg.15)
437008,437008,-82.4212035,29.601657,621210,5745 SW 75TH ST,GAINESVILLE,FL,32608,Essential,(pg. 1)
437017,437017,-82.3446,29.637657,621330,1601 SW ARCHER ROAD,GAINESVILLE,FL,32608,Essential,(pg. 1)
437024,437024,-82.3144905,29.680794,811412,3017 NE 9TH ST,GAINESVILLE,FL,32609,Essential,(pg.15)
437025,437025,-82.4107905,29.664747,561499,1151 NW 64TH TERRACE,GAINESVILLE,FL,32605,Essential*,Anything needed to support continuation of essential services
437031,437031,-82.425501,29.662938,621320,1132 NW 76TH BLVD,GAINESVILLE,FL,32606,Essential,(pg. 1)
437043,437043,-82.3756725,29.668752,561499,3540 NW 16TH BLVD,GAINESVILLE,FL,32605,Essential*,Anything needed to support continuation of essential services
